Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target;total_units_enrolled;total_units_approved;total_evaluations;approval_ratio;avg_grade_per_eval
1;1;1;9130;1;1;0.161;1;1;19;4;4;0.15230000000000002;0;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;2;0.12;0.12;0.14;1.0;0.21632653061224488
1;1;1;9254;1;1;0.127;1;19;19;4;6;0.1207;0;0;1;0;0;0;0.22;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0;0.12;0.05;0.22;0.4166666666666667;0.05
1;43;1;9773;1;1;0.121;1;1;1;4;5;0.121;1;0;0;1;1;0;0.23;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;1;0.12;0.05;0.23;0.4166666666666667;0.10543478260869565
1;43;1;9556;1;1;0.126;1;2;3;3;2;0.1;0;0;0;1;0;0;0.25;0;0.02;0.0;0.01;0.04;0.10800000000000001;0.13999999999999999;0.174;1;0.15;0.06;0.2;0.4;0.12333333333333332
1;17;3;9853;1;1;0.1331;1;12;1;4;0;0.1348;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;0;0.12;0.0;0.24;0.0;0.0
1;17;1;9773;1;1;0.122;1;1;1;4;7;0.1168;1;0;1;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;2;0.12;0.12;0.12;1.0;0.2
1;7;1;9147;1;2;0.15;1;3;37;2;5;0.15;1;0;1;0;0;0;0.38;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0;0.1;0.0;0.11;0.0;0.0
1;43;1;9147;1;1;0.129;1;19;1;9;5;0.112;0;0;0;1;1;0;0.22;0;0.05;0.0;0.05;0.02;0.127;0.37;-0.16999999999999998;0;0.18;0.12;0.23;0.6666666666666666;0.09760869565217391
1;43;1;9991;0;1;0.1331;1;37;19;3;10;0.1361;0;0;0;1;1;1;0.42;0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;0;0.1;0.02;0.28;0.2;0.075
1;44;1;171;1;39;0.15;1;4;4;2;2;0.15;0;0;0;1;1;0;0.25;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;2;0.0;0.0;0.0;0.0;0.0
1;1;1;9238;1;1;0.125;1;19;19;9;9;0.1215;1;0;0;1;0;1;0.19;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;2;0.12;0.12;0.16;1.0;0.14077380952380952
1;17;2;9238;1;1;0.111;1;19;38;9;9;0.1107;1;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.12;0.12;0.18;1.0;0.1287037037037037
1;44;1;9085;1;39;0.15;6;5;4;1;1;0.15;0;0;0;1;0;0;0.2;1;0.02;0.0;0.01;0.0;0.124;0.05;0.179;2;0.12;0.11;0.23;0.9166666666666666;0.11612318840579712
1;17;3;9085;1;1;0.128;1;1;19;4;90;0.1242;0;0;0;0;0;0;0.21;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;0;0.1;0.04;0.15;0.4;0.14666666666666667
1;1;4;9773;1;1;0.133;1;19;19;7;7;0.13440000000000002;1;0;0;1;1;1;0.2;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;2;0.12;0.1;0.14;0.8333333333333334;0.17797619047619045
1;17;1;9991;0;40;0.127;1;37;37;6;6;0.12490000000000001;0;0;0;1;0;0;0.29;0;0.0;0.0;0.0;0.03;0.162;0.03;-0.092;2;0.1;0.1;0.24;1.0;0.10793650793650793
1;39;1;9238;1;1;0.14;1;34;34;0;0;0.114;1;0;0;0;0;0;0.28;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;0;0.12;0.01;0.23;0.08333333333333333;0.056521739130434775
1;53;1;9085;1;42;0.15;1;1;19;3;8;0.15030000000000002;1;0;0;1;1;1;0.21;0;0.07;0.0;0.04;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.2;0.16;0.3;0.8;0.09324074074074074
1;1;1;9147;1;1;0.177;1;1;38;3;9;0.1623;0;0;0;1;0;1;0.18;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;2;0.1;0.1;0.11;1.0;0.28848484848484846
1;44;1;9003;1;39;0.13;1;1;37;6;6;0.13;1;0;0;1;1;0;0.2;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;2;0.12;0.1;0.29;0.8333333333333334;0.08177339901477833
1;1;6;9500;1;1;0.138;1;1;38;3;9;0.123;1;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;1;0.14;0.11;0.18;0.7857142857142857;0.14725925925925926
2;39;1;9991;0;3;0.14;1;19;19;9;7;0.1524;0;0;0;1;0;0;0.26;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;2;0.1;0.1;0.11;1.0;0.24393939393939396
1;17;1;171;1;1;0.143;1;19;37;5;9;0.15630000000000002;1;0;0;1;1;1;0.19;0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;2;0.0;0.0;0.0;0.0;0.0
1;17;1;9254;1;1;0.125;1;1;1;3;3;0.1145;0;0;0;1;1;1;0.22;0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;2;0.12;0.12;0.16;1.0;0.17533482142857143
2;39;1;9119;1;1;0.11;1;19;19;0;5;0.137;0;0;1;1;1;0;0.3;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;0;0.1;0.0;0.1;0.0;0.0
1;43;1;9147;1;1;0.123;1;3;19;9;9;0.11320000000000001;0;0;0;1;0;0;0.21;0;0.03;0.02;0.04;0.0;0.076;0.26;0.032;1;0.2;0.13;0.34;0.65;0.06393557422969187
1;1;1;9085;1;1;0.125;1;1;19;4;9;0.1145;1;0;0;1;0;0;0.24;0;0.0;0.01;0.0;0.0;0.127;0.37;-0.16999999999999998;2;0.1;0.09;0.15;0.9;0.175
2;39;1;9500;1;1;0.1331;1;3;1;5;5;0.14880000000000002;0;0;0;1;0;1;0.34;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;2;0.15;0.13;0.16;0.8666666666666667;0.1599047619047619
1;18;3;9070;1;1;0.134;1;1;1;3;4;0.12140000000000001;0;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;0;0.12;0.03;0.12;0.25;0.19166666666666668
1;44;1;9003;1;39;0.15;1;19;37;6;6;0.15;0;0;1;1;0;1;0.19;0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;2;0.12;0.12;0.16;1.0;0.17604166666666668
1;1;5;9500;1;1;0.141;1;38;19;9;6;0.1263;1;0;0;1;0;0;0.2;0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;2;0.16;0.14;0.24;0.875;0.10392857142857144
1;1;2;9254;1;1;0.125;1;1;19;4;1;0.1215;1;0;0;1;1;0;0.18;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;1;0.12;0.08;0.23;0.6666666666666666;0.09275362318840581
1;18;1;8014;0;1;0.137;1;1;1;4;3;0.123;0;0;1;1;0;0;0.2;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;2;0.12;0.08;0.28;0.6666666666666666;0.08142857142857143
1;44;1;9119;1;39;0.16;1;3;38;2;3;0.16;0;0;1;0;1;0;0.24;0;0.02;0.0;0.02;0.0;0.08900000000000001;0.13999999999999999;0.351;0;0.13;0.04;0.13;0.3076923076923077;0.24615384615384617
1;44;1;171;1;39;0.14;1;1;1;9;9;0.14;0;0;0;1;1;0;0.21;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;1;0.0;0.0;0.0;0.0;0.0
1;17;2;9254;1;1;0.123;1;19;19;5;5;0.11320000000000001;1;0;1;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;0;0.12;0.11;0.18;0.9166666666666666;0.1324074074074074
1;1;1;9500;1;1;0.168;1;1;1;5;5;0.161;1;0;0;1;1;0;0.18;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;0;0.15;0.07;0.16;0.4666666666666667;0.10089285714285715
1;17;5;9254;1;1;0.13;1;37;38;9;9;0.1227;1;0;1;1;1;1;0.2;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0;0.12;0.0;0.13;0.0;0.0
1;1;1;9238;1;1;0.135;1;1;1;4;4;0.12279999999999999;0;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;2;0.12;0.12;0.14;1.0;0.2
1;1;1;9500;1;1;0.148;1;3;3;2;2;0.1373;1;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;2;0.14;0.12;0.14;0.8571428571428571;0.2038095238095238
1;43;1;8014;0;1;0.131;1;19;37;8;5;0.125;0;0;0;1;1;0;0.24;0;0.0;0.03;0.0;0.0;0.162;0.03;-0.092;0;0.12;0.0;0.19;0.0;0.0
1;1;1;9500;1;1;0.125;1;19;38;9;8;0.1183;0;0;0;1;1;0;0.2;0;0.0;0.01;0.0;0.01;0.10800000000000001;0.13999999999999999;0.174;0;0.16;0.1;0.24;0.625;0.10001666666666667
1;43;1;9070;1;1;0.114;1;19;38;9;7;0.1359;0;0;0;1;1;0;0.26;0;0.09;0.0;0.07;0.0;0.155;0.27999999999999997;-0.40599999999999997;2;0.27;0.27;0.27;1.0;0.10227920227920229
2;39;2;9147;1;1;0.13;1;19;37;4;7;0.14;0;0;0;1;1;0;0.34;0;0.0;0.01;0.0;0.0;0.094;-0.08;-0.312;2;0.1;0.07;0.17;0.7;0.14362745098039215
2;7;1;9254;1;3;0.13;1;1;3;4;3;0.13;0;0;0;1;0;0;0.39;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;0;0.12;0.0;0.16;0.0;0.0
2;7;1;9147;1;3;0.11;1;19;1;9;9;0.11;0;0;0;1;0;0;0.33;0;0.05;0.0;0.02;0.0;0.111;0.06;0.202;1;0.13;0.1;0.18;0.7692307692307693;0.13796296296296298
1;17;4;9773;1;1;0.127;1;2;37;9;9;0.1158;1;0;1;0;0;0;0.19;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0;0.12;0.0;0.06;0.0;0.0
1;17;3;9070;1;1;0.12;1;3;1;4;4;0.1169;1;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.12;0.12;0.13;1.0;0.20714285714285716
1;43;1;171;1;1;0.12;1;3;3;2;2;0.12;1;0;0;1;1;0;0.22;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;1;0.0;0.0;0.0;0.0;0.0
1;17;2;9254;1;1;0.124;41;19;38;9;9;0.12329999999999999;1;0;0;1;0;0;0.22;1;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;2;0.12;0.12;0.13;1.0;0.16538461538461538
1;1;1;9670;1;1;0.132;1;4;2;123;112;0.1436;1;0;0;1;1;0;0.2;0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;1;0.12;0.1;0.18;0.8333333333333334;0.13555555555555554
1;44;1;9238;1;39;0.13;1;38;38;5;10;0.1267;0;0;1;1;0;0;0.21;0;0.03;0.0;0.02;0.0;0.139;-0.03;0.079;2;0.12;0.12;0.13;1.0;0.18369963369963369
1;18;2;9853;1;1;0.168;1;1;19;3;9;0.1268;1;0;0;1;1;0;0.18;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;1;0.12;0.11;0.13;0.9166666666666666;0.19692307692307692
1;1;1;171;1;1;0.131;1;19;38;4;5;0.1328;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;1;0.0;0.0;0.0;0.0;0.0
1;17;1;9238;1;1;0.116;1;1;1;3;3;0.1192;1;0;0;1;0;1;0.18;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.12;0.12;0.12;1.0;0.22916666666666666
1;43;1;171;1;39;0.14;1;38;37;9;7;0.14;0;0;0;0;1;0;0.25;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0;0.0;0.0;0.0;0.0;0.0
1;1;5;9070;1;1;0.123;1;3;1;9;3;0.12129999999999999;1;0;0;1;0;0;0.2;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;1;0.12;0.12;0.15;1.0;0.15111111111111108
1;1;2;9070;1;1;0.145;1;38;19;7;7;0.13;1;0;0;1;1;0;0.18;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.12;0.12;0.14;1.0;0.1814625850340136
2;39;1;8014;0;19;0.1331;1;19;37;6;8;0.1495;0;0;0;1;1;0;0.48;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;0;0.11;0.0;0.12;0.0;0.0
1;1;6;9147;1;1;0.142;1;38;37;7;7;0.1343;0;1;0;1;1;0;0.21;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0;0.1;0.0;0.0;0.0;0.0
1;18;4;9085;1;1;0.17;1;1;1;4;5;0.1666;0;0;1;0;0;1;0.2;0;0.02;0.01;0.0;0.0;0.127;0.37;-0.16999999999999998;0;0.1;0.1;0.14;1.0;0.20285714285714285
1;43;1;171;1;2;0.14;1;37;37;9;9;0.14;1;0;0;1;0;0;0.34;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0;0.0;0.0;0.0;0.0;0.0
1;17;1;9254;1;1;0.118;1;1;19;5;4;0.118;0;0;0;1;0;1;0.19;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;2;0.12;0.1;0.14;0.8333333333333334;0.16999999999999998
1;1;3;9070;1;1;0.139;1;1;38;4;7;0.1422;1;0;0;1;0;1;0.19;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;2;0.12;0.12;0.12;1.0;0.21388888888888888
1;39;1;9130;1;1;0.12;1;1;38;9;9;0.15;0;0;0;1;1;0;0.25;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;0;0.12;0.0;0.12;0.0;0.0
1;1;3;9773;1;1;0.158;1;1;38;4;7;0.157;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;2;0.12;0.12;0.13;1.0;0.19413919413919414
1;17;4;9238;1;1;0.129;1;37;37;9;8;0.1171;1;0;0;1;1;0;0.21;0;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;2;0.12;0.12;0.13;1.0;0.2
1;17;1;9070;1;1;0.123;1;4;37;2;9;0.1139;0;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;1;0.12;0.12;0.14;1.0;0.1773809523809524
1;1;3;9500;1;1;0.141;1;19;19;9;9;0.126;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;2;0.16;0.14;0.16;0.875;0.1957142857142857
1;39;1;9991;0;39;0.15;1;19;19;9;9;0.15030000000000002;0;0;0;1;1;0;0.24;0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0;0.1;0.03;0.13;0.3;0.08717948717948718
1;43;1;9119;1;1;0.128;1;1;38;4;7;0.1;0;0;0;1;1;0;0.19;0;0.0;0.0;0.0;0.0;0.139;-0.03;0.079;1;0.1;0.07;0.2;0.7;0.1125
1;1;2;9853;1;1;0.133;1;19;37;4;9;0.13019999999999998;1;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.127;0.37;-0.16999999999999998;0;0.12;0.0;0.06;0.0;0.0
1;1;1;9670;1;1;0.131;1;37;37;9;6;0.1272;0;0;0;1;0;1;0.18;0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;1;0.1;0.07;0.12;0.7;0.2097222222222222
1;39;1;9991;0;1;0.1;1;37;37;9;6;0.1535;0;0;1;0;1;0;0.31;0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;0;0.1;0.0;0.15;0.0;0.0
1;1;1;9500;1;1;0.15;1;1;1;5;1;0.1556;0;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;2;0.15;0.15;0.16;1.0;0.17722222222222223
1;17;2;9147;1;1;0.118;1;19;1;9;3;0.1135;1;0;1;1;0;0;0.2;0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;1;0.1;0.05;0.18;0.5;0.11944444444444444
2;39;1;8014;0;1;0.14;1;37;37;9;9;0.101;0;0;0;1;0;0;0.35;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;2;0.12;0.12;0.13;1.0;0.18974358974358974
4;39;1;9991;0;1;0.13;1;37;37;9;9;0.1276;0;0;0;1;1;0;0.29;0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;1;0.1;0.0;0.1;0.0;0.0
1;17;1;9147;1;1;0.135;1;37;38;9;9;0.128;1;0;1;1;0;1;0.18;0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;2;0.1;0.1;0.1;1.0;0.258
1;1;4;9500;1;1;0.136;1;38;1;5;6;0.13390000000000002;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;2;0.15;0.15;0.18;1.0;0.16299382716049382
1;43;1;9773;1;1;0.14;1;3;37;3;7;0.1169;0;0;0;1;1;0;0.32;0;0.06;0.0;0.05;0.0;0.139;-0.03;0.079;1;0.18;0.13;0.25;0.7222222222222222;0.09447619047619048
1;39;1;9556;1;19;0.1331;1;37;37;9;10;0.1;0;0;0;1;1;0;0.31;0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0;0.14;0.0;0.14;0.0;0.0
