Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;43;1;9773;1;1;0.122;1;1;1;4;5;0.1269;0;0;0;1;0;0;0.21;0;0.0;0.06;0.08;0.06;0.11714285714285713;0.0;0.0;0.06;0.07;0.06;0.12;0.0;0.076;0.26;0.032;2
1;18;1;9500;1;1;0.126;1;38;37;5;5;0.1148;1;0;0;1;0;0;0.2;0;0.0;0.08;0.08;0.07;0.14402857142857142;0.0;0.0;0.08;0.08;0.07;0.14402857142857142;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;39;1;9238;1;1;0.16;1;38;1;9;3;0.124;0;0;1;1;1;0;0.28;0;0.02;0.08;0.15;0.07;0.11;0.0;0.0;0.06;0.17;0.01;0.1;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;43;2;9500;1;1;0.136;1;19;1;9;10;0.12409999999999999;0;0;0;1;1;1;0.21;0;0.0;0.08;0.08;0.0;0.0;0.08;0.0;0.08;0.08;0.0;0.0;0.08;0.094;-0.08;-0.312;1
1;53;1;9085;1;42;0.15;1;1;1;9;4;0.15;1;0;0;1;1;1;0.22;0;0.01;0.07;0.11;0.05;0.12166666666666666;0.0;0.04;0.08;0.14;0.05;0.14800000000000002;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;17;1;9130;1;1;0.138;1;2;19;2;6;0.1263;1;0;0;1;0;1;0.18;0;0.0;0.06;0.07;0.06;0.12833333333333333;0.01;0.0;0.06;0.08;0.06;0.13;0.0;0.08900000000000001;0.13999999999999999;0.351;1
1;18;3;9070;1;1;0.131;1;1;37;5;5;0.12229999999999999;1;0;0;0;0;0;0.19;0;0.0;0.06;0.06;0.06;0.12166666666666666;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
2;39;1;9003;1;1;0.13;1;1;37;9;1;0.122;0;0;1;0;1;0;0.25;0;0.03;0.1;0.23;0.06;0.11428571428571428;0.0;0.02;0.07;0.15;0.04;0.12;0.01;0.155;0.27999999999999997;-0.40599999999999997;0
4;43;1;9500;1;19;0.1;1;34;34;0;0;0.11;0;0;0;1;1;0;0.3;0;0.11;0.14;0.26;0.12;0.1252608695652174;0.01;0.11;0.14;0.26;0.12;0.1252608695652174;0.01;0.076;0.26;0.032;2
1;16;3;9773;1;1;0.138;1;37;38;4;9;0.13419999999999999;1;0;0;1;0;1;0.2;0;0.0;0.06;0.06;0.06;0.15;0.0;0.0;0.06;0.06;0.06;0.13;0.0;0.111;0.06;0.202;2
1;42;1;9500;1;1;0.1;1;37;37;7;9;0.1;1;0;0;1;0;1;0.19;0;0.0;0.08;0.08;0.07;0.13058571428571428;0.0;0.0;0.08;0.08;0.07;0.13058571428571428;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;1;6;9500;1;1;0.122;1;19;37;3;5;0.1166;1;0;1;1;1;1;0.2;0;0.0;0.07;0.07;0.07;0.13314285714285717;0.0;0.0;0.08;0.08;0.08;0.12575;0.0;0.124;0.05;0.179;2
1;17;2;9070;1;1;0.142;1;3;1;2;4;0.141;1;0;0;1;1;0;0.18;0;0.0;0.06;0.06;0.06;0.13;0.0;0.0;0.06;0.08;0.01;0.1;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;1;4;9238;1;1;0.125;1;19;38;9;6;0.1149;1;0;1;1;0;1;0.19;0;0.0;0.06;0.09;0.05;0.114;0.0;0.0;0.06;0.09;0.03;0.1;0.0;0.08900000000000001;0.13999999999999999;0.351;1
1;1;1;171;1;1;0.141;1;3;1;4;4;0.1428;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.124;0.05;0.179;2
1;43;1;9119;1;1;0.13;1;1;1;9;2;0.128;0;0;1;0;1;0;0.27;0;0.0;0.05;0.05;0.0;0.0;0.0;0.0;0.05;0.07;0.0;0.0;0.0;0.139;-0.03;0.079;1
1;17;1;9670;1;1;0.118;1;1;19;4;8;0.1187;0;0;0;1;1;1;0.19;0;0.0;0.06;0.07;0.06;0.12;0.0;0.0;0.06;0.06;0.06;0.14;0.0;0.124;0.05;0.179;2
1;43;1;9070;1;1;0.117;1;1;1;4;7;0.1125;1;0;0;1;1;0;0.19;0;0.03;0.06;0.07;0.03;0.11666666666666665;0.0;0.01;0.06;0.13;0.04;0.10333333333333333;0.0;0.139;-0.03;0.079;1
1;17;2;9500;1;1;0.134;1;19;37;4;7;0.1335;1;0;0;1;0;0;0.19;0;0.0;0.07;0.08;0.07;0.1405;0.0;0.0;0.08;0.08;0.08;0.151;0.0;0.139;-0.03;0.079;2
1;44;1;9003;1;39;0.16;1;1;38;4;4;0.16;1;0;0;1;1;1;0.2;0;0.0;0.06;0.09;0.06;0.13444444444444445;0.0;0.0;0.06;0.09;0.05;0.126;0.0;0.139;-0.03;0.079;2
1;39;1;171;1;1;0.145;1;3;1;2;10;0.1145;1;0;0;1;1;0;0.24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094;-0.08;-0.312;2
1;18;1;9500;1;1;0.124;1;38;37;9;7;0.1193;1;0;0;1;0;0;0.19;0;0.0;0.08;0.08;0.08;0.13116250000000002;0.0;0.0;0.08;0.08;0.08;0.13116250000000002;0.0;0.094;-0.08;-0.312;2
1;1;1;171;1;1;0.137;1;3;19;2;9;0.12229999999999999;0;0;0;1;0;0;0.19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;43;1;8014;0;1;0.1457;22;37;37;9;9;0.1457;1;0;0;1;0;0;0.25;1;0.08;0.16;0.16;0.15;0.13333333333333333;0.0;0.11;0.13;0.13;0.11;0.12272727272727271;0.0;0.139;-0.03;0.079;2
1;17;2;9500;1;1;0.125;1;19;19;5;5;0.1145;1;0;0;1;0;0;0.18;0;0.0;0.07;0.11;0.06;0.11983333333333335;0.0;0.0;0.08;0.12;0.08;0.1228125;0.0;0.162;0.03;-0.092;2
1;39;1;9991;0;1;0.1331;1;37;37;9;9;0.1097;0;0;0;1;0;0;0.29;0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.162;0.03;-0.092;0
1;39;1;9500;1;1;0.14;1;3;3;1;1;0.14;1;0;0;1;0;0;0.24;0;0.0;0.08;0.08;0.08;0.13385;0.0;0.0;0.08;0.08;0.08;0.13385;0.0;0.094;-0.08;-0.312;2
1;1;2;9500;1;1;0.123;1;19;19;7;7;0.12079999999999999;1;0;0;1;0;0;0.19;0;0.0;0.08;0.11;0.07;0.12545714285714285;0.0;0.0;0.08;0.11;0.07;0.12545714285714285;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;17;3;9147;1;1;0.142;1;37;38;5;1;0.12940000000000002;0;0;0;1;0;0;0.18;0;0.0;0.05;0.05;0.05;0.132;0.0;0.0;0.05;0.06;0.04;0.125;0.0;0.094;-0.08;-0.312;2
1;17;6;9147;1;1;0.129;1;19;1;9;4;0.122;1;0;0;1;1;0;0.19;0;0.0;0.05;0.08;0.05;0.11599999999999999;0.01;0.0;0.05;0.1;0.04;0.1075;0.0;0.094;-0.08;-0.312;2
4;39;1;8014;0;1;0.16;1;37;37;3;4;0.097;0;0;0;1;0;1;0.35;0;0.0;0.06;0.09;0.06;0.11333333333333334;0.0;0.0;0.06;0.06;0.06;0.11333333333333334;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;1;1;9130;1;1;0.161;1;1;19;4;4;0.15230000000000002;0;0;0;1;0;0;0.18;0;0.0;0.06;0.07;0.06;0.15571428571428572;0.0;0.0;0.06;0.07;0.06;0.14714285714285713;0.0;0.111;0.06;0.202;2
1;1;1;9254;1;1;0.127;1;19;19;4;6;0.1207;0;0;1;0;0;0;0.22;0;0.0;0.06;0.1;0.05;0.11;0.0;0.0;0.06;0.12;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;43;1;9773;1;1;0.121;1;1;1;4;5;0.121;1;0;0;1;1;0;0.23;0;0.0;0.06;0.15;0.01;0.13;0.0;0.0;0.06;0.08;0.04;0.1125;0.0;0.094;-0.08;-0.312;1
1;43;1;9556;1;1;0.126;1;2;3;3;2;0.1;0;0;0;1;0;0;0.25;0;0.02;0.07;0.1;0.03;0.13;0.0;0.01;0.08;0.1;0.03;0.11666666666666665;0.04;0.10800000000000001;0.13999999999999999;0.174;1
1;17;3;9853;1;1;0.1331;1;12;1;4;0;0.1348;1;0;0;1;0;0;0.18;0;0.0;0.06;0.12;0.0;0.0;0.0;0.0;0.06;0.12;0.0;0.0;0.0;0.076;0.26;0.032;0
1;17;1;9773;1;1;0.122;1;1;1;4;7;0.1168;1;0;1;1;0;0;0.18;0;0.0;0.06;0.06;0.06;0.11666666666666665;0.0;0.0;0.06;0.06;0.06;0.12333333333333334;0.0;0.162;0.03;-0.092;2
1;7;1;9147;1;2;0.15;1;3;37;2;5;0.15;1;0;1;0;0;0;0.38;0;0.0;0.05;0.06;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;43;1;9147;1;1;0.129;1;19;1;9;5;0.112;0;0;0;1;1;0;0.22;0;0.05;0.09;0.09;0.05;0.11199999999999999;0.0;0.05;0.09;0.14;0.07;0.1125;0.02;0.127;0.37;-0.16999999999999998;0
1;43;1;9991;0;1;0.1331;1;37;19;3;10;0.1361;0;0;0;1;1;1;0.42;0;0.0;0.05;0.14;0.01;0.1;0.0;0.0;0.05;0.14;0.01;0.11;0.0;0.139;-0.03;0.079;0
1;44;1;171;1;39;0.15;1;4;4;2;2;0.15;0;0;0;1;1;0;0.25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;1;1;9238;1;1;0.125;1;19;19;9;9;0.1215;1;0;0;1;0;1;0.19;0;0.0;0.06;0.09;0.06;0.10857142857142858;0.0;0.0;0.06;0.07;0.06;0.11666666666666665;0.0;0.124;0.05;0.179;2
1;17;2;9238;1;1;0.111;1;19;38;9;9;0.1107;1;0;0;1;0;0;0.19;0;0.0;0.06;0.09;0.06;0.12166666666666666;0.0;0.0;0.06;0.09;0.06;0.11;0.0;0.08900000000000001;0.13999999999999999;0.351;2
1;44;1;9085;1;39;0.15;6;5;4;1;1;0.15;0;0;0;1;0;0;0.2;1;0.02;0.06;0.07;0.06;0.13333333333333333;0.0;0.01;0.06;0.16;0.05;0.13375;0.0;0.124;0.05;0.179;2
1;17;3;9085;1;1;0.128;1;1;19;4;90;0.1242;0;0;0;0;0;0;0.21;0;0.0;0.05;0.08;0.02;0.115;0.0;0.0;0.05;0.07;0.02;0.105;0.0;0.076;0.26;0.032;0
1;1;4;9773;1;1;0.133;1;19;19;7;7;0.13440000000000002;1;0;0;1;1;1;0.2;0;0.0;0.06;0.06;0.06;0.12166666666666666;0.0;0.0;0.06;0.08;0.04;0.1275;0.0;0.094;-0.08;-0.312;2
1;17;1;9991;0;40;0.127;1;37;37;6;6;0.12490000000000001;0;0;0;1;0;0;0.29;0;0.0;0.05;0.1;0.05;0.1357142857142857;0.0;0.0;0.05;0.14;0.05;0.12333333333333334;0.03;0.162;0.03;-0.092;2
1;39;1;9238;1;1;0.14;1;34;34;0;0;0.114;1;0;0;0;0;0;0.28;0;0.0;0.06;0.11;0.01;0.13;0.0;0.0;0.06;0.12;0.0;0.0;0.0;0.094;-0.08;-0.312;0
1;53;1;9085;1;42;0.15;1;1;19;3;8;0.15030000000000002;1;0;0;1;1;1;0.21;0;0.07;0.11;0.15;0.09;0.1422222222222222;0.0;0.04;0.09;0.15;0.07;0.1375;0.0;0.08900000000000001;0.13999999999999999;0.351;2
1;1;1;9147;1;1;0.177;1;1;38;3;9;0.1623;0;0;0;1;0;1;0.18;0;0.0;0.05;0.06;0.05;0.16333333333333333;0.0;0.0;0.05;0.05;0.05;0.154;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
1;44;1;9003;1;39;0.13;1;1;37;6;6;0.13;1;0;0;1;1;0;0.2;0;0.0;0.06;0.14;0.05;0.11714285714285713;0.0;0.0;0.06;0.15;0.05;0.12;0.0;0.162;0.03;-0.092;2
1;1;6;9500;1;1;0.138;1;1;38;3;9;0.123;1;0;0;1;0;0;0.19;0;0.0;0.07;0.1;0.05;0.1344;0.0;0.0;0.07;0.08;0.06;0.13066666666666668;0.0;0.124;0.05;0.179;1
2;39;1;9991;0;3;0.14;1;19;19;9;7;0.1524;0;0;0;1;0;0;0.26;0;0.0;0.05;0.05;0.05;0.12;0.0;0.0;0.05;0.06;0.05;0.14833333333333334;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;17;1;171;1;1;0.143;1;19;37;5;9;0.15630000000000002;1;0;0;1;1;1;0.19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111;0.06;0.202;2
1;17;1;9254;1;1;0.125;1;1;1;3;3;0.1145;0;0;0;1;1;1;0.22;0;0.0;0.06;0.08;0.06;0.13625;0.0;0.0;0.06;0.08;0.06;0.1442857142857143;0.0;0.111;0.06;0.202;2
2;39;1;9119;1;1;0.11;1;19;19;0;5;0.137;0;0;1;1;1;0;0.3;0;0.0;0.05;0.05;0.0;0.0;0.0;0.0;0.05;0.05;0.0;0.0;0.0;0.076;0.26;0.032;0
1;43;1;9147;1;1;0.123;1;3;19;9;9;0.11320000000000001;0;0;0;1;0;0;0.21;0;0.03;0.1;0.18;0.06;0.11166666666666666;0.02;0.04;0.1;0.16;0.07;0.1057142857142857;0.0;0.076;0.26;0.032;1
1;1;1;9085;1;1;0.125;1;1;19;4;9;0.1145;1;0;0;1;0;0;0.24;0;0.0;0.05;0.06;0.05;0.13;0.01;0.0;0.05;0.09;0.04;0.1325;0.0;0.127;0.37;-0.16999999999999998;2
2;39;1;9500;1;1;0.1331;1;3;1;5;5;0.14880000000000002;0;0;0;1;0;1;0.34;0;0.0;0.07;0.07;0.06;0.12513333333333335;0.0;0.0;0.08;0.09;0.07;0.1307142857142857;0.0;0.124;0.05;0.179;2
1;18;3;9070;1;1;0.134;1;1;1;3;4;0.12140000000000001;0;0;0;1;0;0;0.18;0;0.0;0.06;0.06;0.02;0.12;0.0;0.0;0.06;0.06;0.01;0.11;0.0;0.094;-0.08;-0.312;0
1;44;1;9003;1;39;0.15;1;19;37;6;6;0.15;0;0;1;1;0;1;0.19;0;0.0;0.06;0.09;0.06;0.14333333333333334;0.0;0.0;0.06;0.07;0.06;0.13833333333333334;0.0;0.139;-0.03;0.079;2
1;1;5;9500;1;1;0.141;1;38;19;9;6;0.1263;1;0;0;1;0;0;0.2;0;0.0;0.08;0.12;0.07;0.12471428571428572;0.0;0.0;0.08;0.12;0.07;0.12471428571428572;0.0;0.127;0.37;-0.16999999999999998;2
1;1;2;9254;1;1;0.125;1;1;19;4;1;0.1215;1;0;0;1;1;0;0.18;0;0.0;0.06;0.12;0.05;0.11;0.0;0.0;0.06;0.11;0.03;0.10333333333333333;0.0;0.094;-0.08;-0.312;1
1;18;1;8014;0;1;0.137;1;1;1;4;3;0.123;0;0;1;1;0;0;0.2;0;0.0;0.06;0.13;0.04;0.10800000000000001;0.0;0.0;0.06;0.15;0.04;0.12;0.0;0.162;0.03;-0.092;2
1;44;1;9119;1;39;0.16;1;3;38;2;3;0.16;0;0;1;0;1;0;0.24;0;0.02;0.06;0.06;0.02;0.16;0.0;0.02;0.07;0.07;0.02;0.16;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;44;1;171;1;39;0.14;1;1;1;9;9;0.14;0;0;0;1;1;0;0.21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;1
1;17;2;9254;1;1;0.123;1;19;19;5;5;0.11320000000000001;1;0;1;1;0;0;0.19;0;0.0;0.06;0.1;0.06;0.12166666666666666;0.0;0.0;0.06;0.08;0.05;0.11666666666666665;0.0;0.162;0.03;-0.092;0
1;1;1;9500;1;1;0.168;1;1;1;5;5;0.161;1;0;0;1;1;0;0.18;0;0.0;0.07;0.07;0.07;0.16142857142857142;0.0;0.0;0.08;0.09;0.0;0.0;0.0;0.162;0.03;-0.092;0
1;17;5;9254;1;1;0.13;1;37;38;9;9;0.1227;1;0;1;1;1;1;0.2;0;0.0;0.06;0.07;0.0;0.0;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;1;1;9238;1;1;0.135;1;1;1;4;4;0.12279999999999999;0;0;0;1;0;0;0.18;0;0.0;0.06;0.07;0.06;0.14;0.0;0.0;0.06;0.07;0.06;0.14;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;1;1;9500;1;1;0.148;1;3;3;2;2;0.1373;1;0;0;1;0;0;0.19;0;0.0;0.07;0.07;0.06;0.14266666666666666;0.0;0.0;0.07;0.07;0.06;0.14266666666666666;0.0;0.076;0.26;0.032;2
1;43;1;8014;0;1;0.131;1;19;37;8;5;0.125;0;0;0;1;1;0;0.24;0;0.0;0.06;0.13;0.0;0.0;0.03;0.0;0.06;0.06;0.0;0.0;0.0;0.162;0.03;-0.092;0
1;1;1;9500;1;1;0.125;1;19;38;9;8;0.1183;0;0;0;1;1;0;0.2;0;0.0;0.08;0.12;0.05;0.12002;0.01;0.0;0.08;0.12;0.05;0.12002;0.01;0.10800000000000001;0.13999999999999999;0.174;0
1;43;1;9070;1;1;0.114;1;19;38;9;7;0.1359;0;0;0;1;1;0;0.26;0;0.09;0.14;0.14;0.14;0.14;0.0;0.07;0.13;0.13;0.13;0.13615384615384618;0.0;0.155;0.27999999999999997;-0.40599999999999997;2
2;39;2;9147;1;1;0.13;1;19;37;4;7;0.14;0;0;0;1;1;0;0.34;0;0.0;0.05;0.1;0.03;0.11666666666666665;0.01;0.0;0.05;0.07;0.04;0.1275;0.0;0.094;-0.08;-0.312;2
2;7;1;9254;1;3;0.13;1;1;3;4;3;0.13;0;0;0;1;0;0;0.39;0;0.0;0.06;0.1;0.0;0.0;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.124;0.05;0.179;0
2;7;1;9147;1;3;0.11;1;19;1;9;9;0.11;0;0;0;1;0;0;0.33;0;0.05;0.08;0.1;0.06;0.12833333333333333;0.0;0.02;0.05;0.08;0.04;0.12;0.0;0.111;0.06;0.202;1
1;17;4;9773;1;1;0.127;1;2;37;9;9;0.1158;1;0;1;0;0;0;0.19;0;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.08900000000000001;0.13999999999999999;0.351;0
1;17;3;9070;1;1;0.12;1;3;1;4;4;0.1169;1;0;0;1;0;0;0.19;0;0.0;0.06;0.06;0.06;0.135;0.0;0.0;0.06;0.07;0.06;0.13428571428571429;0.0;0.08900000000000001;0.13999999999999999;0.351;2
1;43;1;171;1;1;0.12;1;3;3;2;2;0.12;1;0;0;1;1;0;0.22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;1
1;17;2;9254;1;1;0.124;41;19;38;9;9;0.12329999999999999;1;0;0;1;0;0;0.22;1;0.0;0.06;0.07;0.06;0.10833333333333334;0.0;0.0;0.06;0.06;0.06;0.10666666666666666;0.0;0.139;-0.03;0.079;2
1;1;1;9670;1;1;0.132;1;4;2;123;112;0.1436;1;0;0;1;1;0;0.2;0;0.0;0.06;0.08;0.05;0.128;0.0;0.0;0.06;0.1;0.05;0.11599999999999999;0.0;0.139;-0.03;0.079;1
1;44;1;9238;1;39;0.13;1;38;38;5;10;0.1267;0;0;1;1;0;0;0.21;0;0.03;0.06;0.06;0.06;0.12166666666666666;0.0;0.02;0.06;0.07;0.06;0.11714285714285713;0.0;0.139;-0.03;0.079;2
1;18;2;9853;1;1;0.168;1;1;19;3;9;0.1268;1;0;0;1;1;0;0.18;0;0.0;0.06;0.07;0.05;0.126;0.0;0.0;0.06;0.06;0.06;0.13;0.0;0.10800000000000001;0.13999999999999999;0.174;1
1;1;1;171;1;1;0.131;1;19;38;4;5;0.1328;1;0;0;1;0;0;0.18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.076;0.26;0.032;1
1;17;1;9238;1;1;0.116;1;1;1;3;3;0.1192;1;0;0;1;0;1;0.18;0;0.0;0.06;0.06;0.06;0.14;0.0;0.0;0.06;0.06;0.06;0.135;0.0;0.08900000000000001;0.13999999999999999;0.351;2
1;43;1;171;1;39;0.14;1;38;37;9;7;0.14;0;0;0;0;1;0;0.25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.27999999999999997;-0.40599999999999997;0
1;1;5;9070;1;1;0.123;1;3;1;9;3;0.12129999999999999;1;0;0;1;0;0;0.2;0;0.0;0.06;0.06;0.06;0.11166666666666666;0.0;0.0;0.06;0.09;0.06;0.115;0.0;0.124;0.05;0.179;1
1;1;2;9070;1;1;0.145;1;38;19;7;7;0.13;1;0;0;1;1;0;0.18;0;0.0;0.06;0.07;0.06;0.12833333333333333;0.0;0.0;0.06;0.07;0.06;0.12571428571428572;0.0;0.08900000000000001;0.13999999999999999;0.351;2
2;39;1;8014;0;19;0.1331;1;19;37;6;8;0.1495;0;0;0;1;1;0;0.48;0;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.05;0.06;0.0;0.0;0.0;0.124;0.05;0.179;0
1;1;6;9147;1;1;0.142;1;38;37;7;7;0.1343;0;1;0;1;1;0;0.21;0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;18;4;9085;1;1;0.17;1;1;1;4;5;0.1666;0;0;1;0;0;1;0.2;0;0.02;0.05;0.08;0.05;0.14400000000000002;0.01;0.0;0.05;0.06;0.05;0.14;0.0;0.127;0.37;-0.16999999999999998;0
1;43;1;171;1;2;0.14;1;37;37;9;9;0.14;1;0;0;1;0;0;0.34;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10800000000000001;0.13999999999999999;0.174;0
1;17;1;9254;1;1;0.118;1;1;19;5;4;0.118;0;0;0;1;0;1;0.19;0;0.0;0.06;0.07;0.05;0.11;0.0;0.0;0.06;0.07;0.05;0.128;0.0;0.124;0.05;0.179;2
1;1;3;9070;1;1;0.139;1;1;38;4;7;0.1422;1;0;0;1;0;1;0.19;0;0.0;0.06;0.06;0.06;0.12833333333333333;0.0;0.0;0.06;0.06;0.06;0.12833333333333333;0.0;0.094;-0.08;-0.312;2
1;39;1;9130;1;1;0.12;1;1;38;9;9;0.15;0;0;0;1;1;0;0.25;0;0.0;0.06;0.06;0.0;0.0;0.0;0.0;0.06;0.06;0.0;0.0;0.0;0.124;0.05;0.179;0
1;1;3;9773;1;1;0.158;1;1;38;4;7;0.157;1;0;0;1;0;0;0.18;0;0.0;0.06;0.06;0.06;0.12666666666666665;0.0;0.0;0.06;0.07;0.06;0.12571428571428572;0.0;0.10800000000000001;0.13999999999999999;0.174;2
1;17;4;9238;1;1;0.129;1;37;37;9;8;0.1171;1;0;0;1;1;0;0.21;0;0.0;0.06;0.06;0.06;0.12333333333333334;0.0;0.0;0.06;0.07;0.06;0.13666666666666666;0.0;0.08900000000000001;0.13999999999999999;0.351;2
1;17;1;9070;1;1;0.123;1;4;37;2;9;0.1139;0;0;0;1;0;0;0.18;0;0.0;0.06;0.08;0.06;0.125;0.0;0.0;0.06;0.06;0.06;0.12333333333333334;0.0;0.155;0.27999999999999997;-0.40599999999999997;1
1;1;3;9500;1;1;0.141;1;19;19;9;9;0.126;1;0;0;1;0;0;0.18;0;0.0;0.08;0.08;0.07;0.15657142857142856;0.0;0.0;0.08;0.08;0.07;0.15657142857142856;0.0;0.127;0.37;-0.16999999999999998;2
